[5], Coverage : 1.0
[2557, 494], Coverage : 0.9069767441860465
[2557, 7329], Coverage : 0.9069767441860465
[2557, 0], Coverage : 0.8837209302325582
[2557, 992], Coverage : 0.8837209302325582
[2557, 1733], Coverage : 0.8837209302325582
[2557, 2090], Coverage : 0.9069767441860465
[2557, 2466], Coverage : 0.8837209302325582
[2557, 2563], Coverage : 0.8837209302325582
[2557, 3262], Coverage : 0.9069767441860465
[2557, 3404], Coverage : 0.9069767441860465
[2557, 3408], Coverage : 0.9069767441860465
[2557, 3529], Coverage : 0.9069767441860465
[2557, 4002], Coverage : 0.9069767441860465
[2557, 4577], Coverage : 0.9069767441860465
[2557, 4949], Coverage : 0.9069767441860465
[2557, 5800], Coverage : 0.8837209302325582
[2557, 6088], Coverage : 0.8837209302325582
[2557, 6258], Coverage : 0.8837209302325582
[2557, 6688], Coverage : 0.9069767441860465
[2557, 7088], Coverage : 0.8837209302325582
[2557, 9544], Coverage : 0.9069767441860465
[2557, 492], Coverage : 0.8837209302325582
[2557, 493], Coverage : 0.8837209302325582
[2557, 2495], Coverage : 0.8837209302325582
[2557, 3713], Coverage : 0.8837209302325582
[2557, 5492], Coverage : 0.8837209302325582
[2557, 7648], Coverage : 0.8837209302325582
[2557, 491], Coverage : 0.8604651162790697
[2557, 1694], Coverage : 0.8604651162790697
[2557, 2486], Coverage : 0.8604651162790697
[2557, 3268], Coverage : 0.8604651162790697
[2557, 3393], Coverage : 0.8604651162790697
[2557, 3811], Coverage : 0.8604651162790697
[2557, 4977], Coverage : 0.8604651162790697
[2557, 7729], Coverage : 0.8604651162790697
[2557, 1191], Coverage : 0.8372093023255814
[2557, 1817], Coverage : 0.8372093023255814
[2557, 1818], Coverage : 0.8372093023255814
[2557, 3015], Coverage : 0.8372093023255814
[2557, 3442], Coverage : 0.8372093023255814
[2557, 3660], Coverage : 0.8604651162790697
[2557, 5914], Coverage : 0.8372093023255814
[2557, 6741], Coverage : 0.8372093023255814
[2557, 1639], Coverage : 0.8372093023255814
[2557, 3748], Coverage : 0.8372093023255814
[2558, 3263], Coverage : 0.9302325581395349
[2558, 494], Coverage : 0.9069767441860465
[2558, 7329], Coverage : 0.9069767441860465
[2558, 0], Coverage : 0.8837209302325582
[2558, 992], Coverage : 0.8837209302325582
[2558, 1733], Coverage : 0.8837209302325582
[2558, 2090], Coverage : 0.9069767441860465
[2558, 2466], Coverage : 0.8837209302325582
[2558, 2563], Coverage : 0.8837209302325582
[2558, 3262], Coverage : 0.9069767441860465
[2558, 3404], Coverage : 0.9069767441860465
[2558, 3408], Coverage : 0.9069767441860465
[2558, 3529], Coverage : 0.9069767441860465
[2558, 4002], Coverage : 0.9069767441860465
[2558, 4577], Coverage : 0.9069767441860465
[2558, 4949], Coverage : 0.9069767441860465
[2558, 5800], Coverage : 0.8837209302325582
[2558, 6088], Coverage : 0.8837209302325582
[2558, 6258], Coverage : 0.8837209302325582
[2558, 6688], Coverage : 0.9069767441860465
[2558, 7088], Coverage : 0.8837209302325582
[2558, 9544], Coverage : 0.9069767441860465
[2558, 492], Coverage : 0.8837209302325582
[2558, 493], Coverage : 0.8837209302325582
[2558, 2495], Coverage : 0.8837209302325582
[2558, 3713], Coverage : 0.8837209302325582
[2558, 5492], Coverage : 0.8837209302325582
[2558, 7648], Coverage : 0.8837209302325582
[2558, 491], Coverage : 0.8604651162790697
[2558, 1694], Coverage : 0.8604651162790697
[2558, 2486], Coverage : 0.8604651162790697
[2558, 3268], Coverage : 0.8604651162790697
[2558, 3393], Coverage : 0.8604651162790697
[2558, 3811], Coverage : 0.8604651162790697
[2558, 4977], Coverage : 0.8604651162790697
[2558, 7729], Coverage : 0.8604651162790697
[2558, 1191], Coverage : 0.8372093023255814
[2558, 1817], Coverage : 0.8372093023255814
[2558, 1818], Coverage : 0.8372093023255814
[2558, 3015], Coverage : 0.8372093023255814
[2558, 3442], Coverage : 0.8372093023255814
[2558, 3660], Coverage : 0.8604651162790697
[2558, 5914], Coverage : 0.8372093023255814
[2558, 6741], Coverage : 0.8372093023255814
[2558, 1639], Coverage : 0.8372093023255814
[2558, 3748], Coverage : 0.8372093023255814
[2597, 3263], Coverage : 0.9302325581395349
[2597, 494], Coverage : 0.9069767441860465
[2597, 7329], Coverage : 0.9069767441860465
[2597, 0], Coverage : 0.8837209302325582
[2597, 992], Coverage : 0.8837209302325582
[2597, 1733], Coverage : 0.8837209302325582
[2597, 2090], Coverage : 0.9069767441860465
[2597, 2466], Coverage : 0.8837209302325582
[2597, 2563], Coverage : 0.8837209302325582
[2597, 3262], Coverage : 0.9069767441860465
[2597, 3404], Coverage : 0.9069767441860465
[2597, 3408], Coverage : 0.9069767441860465
[2597, 3529], Coverage : 0.9069767441860465
[2597, 4002], Coverage : 0.9069767441860465
[2597, 4577], Coverage : 0.9069767441860465
[2597, 4949], Coverage : 0.9069767441860465
[2597, 5800], Coverage : 0.8837209302325582
[2597, 6088], Coverage : 0.8837209302325582
[2597, 6258], Coverage : 0.8837209302325582
[2597, 6688], Coverage : 0.9069767441860465
[2597, 7088], Coverage : 0.8837209302325582
[2597, 9544], Coverage : 0.9069767441860465
[2597, 492], Coverage : 0.8837209302325582
[2597, 493], Coverage : 0.8837209302325582
[2597, 2495], Coverage : 0.8837209302325582
[2597, 3713], Coverage : 0.8837209302325582
[2597, 5492], Coverage : 0.8837209302325582
[2597, 7648], Coverage : 0.8837209302325582
[2597, 491], Coverage : 0.8604651162790697
[2597, 1694], Coverage : 0.8604651162790697
[2597, 2486], Coverage : 0.8604651162790697
[2597, 3268], Coverage : 0.8604651162790697
[2597, 3393], Coverage : 0.8604651162790697
[2597, 3811], Coverage : 0.8604651162790697
[2597, 4977], Coverage : 0.8604651162790697
[2597, 7729], Coverage : 0.8604651162790697
[2597, 1191], Coverage : 0.8372093023255814
[2597, 1817], Coverage : 0.8372093023255814
[2597, 1818], Coverage : 0.8372093023255814
[2597, 3015], Coverage : 0.8372093023255814
[2597, 3442], Coverage : 0.8372093023255814
[2597, 3660], Coverage : 0.8604651162790697
[2597, 5914], Coverage : 0.8372093023255814
[2597, 6741], Coverage : 0.8372093023255814
[2597, 1639], Coverage : 0.8372093023255814
[2597, 3748], Coverage : 0.8372093023255814
[2662, 3263], Coverage : 0.9302325581395349
[2662, 494], Coverage : 0.9069767441860465
[2662, 7329], Coverage : 0.9069767441860465
[2662, 0], Coverage : 0.8837209302325582
[2662, 992], Coverage : 0.8837209302325582
[2662, 1733], Coverage : 0.8837209302325582
[2662, 2090], Coverage : 0.9069767441860465
[2662, 2466], Coverage : 0.8837209302325582
[2662, 2563], Coverage : 0.8837209302325582
[2662, 3262], Coverage : 0.9069767441860465
[2662, 3404], Coverage : 0.9069767441860465
[2662, 3408], Coverage : 0.9069767441860465
[2662, 3529], Coverage : 0.9069767441860465
[2662, 4002], Coverage : 0.9069767441860465
[2662, 4577], Coverage : 0.9069767441860465
[2662, 4949], Coverage : 0.9069767441860465
[2662, 5800], Coverage : 0.8837209302325582
[2662, 6088], Coverage : 0.8837209302325582
[2662, 6258], Coverage : 0.8837209302325582
[2662, 6688], Coverage : 0.9069767441860465
[2662, 7088], Coverage : 0.8837209302325582
[2662, 9544], Coverage : 0.9069767441860465
[2662, 492], Coverage : 0.8837209302325582
[2662, 493], Coverage : 0.8837209302325582
[2662, 2495], Coverage : 0.8837209302325582
[2662, 3713], Coverage : 0.8837209302325582
[2662, 5492], Coverage : 0.8837209302325582
[2662, 7648], Coverage : 0.8837209302325582
[2662, 491], Coverage : 0.8604651162790697
[2662, 1694], Coverage : 0.8604651162790697
[2662, 2486], Coverage : 0.8604651162790697
[2662, 3268], Coverage : 0.8604651162790697
[2662, 3393], Coverage : 0.8604651162790697
[2662, 3811], Coverage : 0.8604651162790697
[2662, 4977], Coverage : 0.8604651162790697
[2662, 7729], Coverage : 0.8604651162790697
[2662, 1191], Coverage : 0.8372093023255814
[2662, 1817], Coverage : 0.8372093023255814
[2662, 1818], Coverage : 0.8372093023255814
[2662, 3015], Coverage : 0.8372093023255814
[2662, 3442], Coverage : 0.8372093023255814
[2662, 3660], Coverage : 0.8604651162790697
[2662, 5914], Coverage : 0.8372093023255814
[2662, 6741], Coverage : 0.8372093023255814
[2662, 1639], Coverage : 0.8372093023255814
[2662, 3748], Coverage : 0.8372093023255814
[2872, 3263], Coverage : 0.9302325581395349
[2872, 494], Coverage : 0.9069767441860465
[2872, 7329], Coverage : 0.9069767441860465
[2872, 0], Coverage : 0.8837209302325582
[2872, 992], Coverage : 0.8837209302325582
[2872, 1733], Coverage : 0.8837209302325582
[2872, 2090], Coverage : 0.9069767441860465
[2872, 2466], Coverage : 0.8837209302325582
[2872, 2563], Coverage : 0.8837209302325582
[2872, 3262], Coverage : 0.9069767441860465
[2872, 3404], Coverage : 0.9069767441860465
[2872, 3408], Coverage : 0.9069767441860465
[2872, 3529], Coverage : 0.9069767441860465
[2872, 4002], Coverage : 0.9069767441860465
[2872, 4577], Coverage : 0.9069767441860465
[2872, 4949], Coverage : 0.9069767441860465
[2872, 5800], Coverage : 0.8837209302325582
[2872, 6088], Coverage : 0.8837209302325582
[2872, 6258], Coverage : 0.8837209302325582
[2872, 6688], Coverage : 0.9069767441860465
[2872, 7088], Coverage : 0.8837209302325582
[2872, 9544], Coverage : 0.9069767441860465
[2872, 492], Coverage : 0.8837209302325582
[2872, 493], Coverage : 0.8837209302325582
[2872, 2495], Coverage : 0.8837209302325582
[2872, 3713], Coverage : 0.8837209302325582
[2872, 5492], Coverage : 0.8837209302325582
[2872, 7648], Coverage : 0.8837209302325582
[2872, 491], Coverage : 0.8604651162790697
[2872, 1694], Coverage : 0.8604651162790697
[2872, 2486], Coverage : 0.8604651162790697
[2872, 3268], Coverage : 0.8604651162790697
[2872, 3393], Coverage : 0.8604651162790697
[2872, 3811], Coverage : 0.8604651162790697
[2872, 4977], Coverage : 0.8604651162790697
[2872, 7729], Coverage : 0.8604651162790697
[2872, 1191], Coverage : 0.8372093023255814
[2872, 1817], Coverage : 0.8372093023255814
[2872, 1818], Coverage : 0.8372093023255814
[2872, 3015], Coverage : 0.8372093023255814
[2872, 3442], Coverage : 0.8372093023255814
[2872, 3660], Coverage : 0.8604651162790697
[2872, 5914], Coverage : 0.8372093023255814
[2872, 6741], Coverage : 0.8372093023255814
[2872, 1639], Coverage : 0.8372093023255814
[2872, 3748], Coverage : 0.8372093023255814
[3421, 3263], Coverage : 0.9302325581395349
[3421, 494], Coverage : 0.9069767441860465
[3421, 7329], Coverage : 0.9069767441860465
[3421, 0], Coverage : 0.8837209302325582
[3421, 992], Coverage : 0.8837209302325582
[3421, 1733], Coverage : 0.8837209302325582
[3421, 2090], Coverage : 0.9069767441860465
[3421, 2466], Coverage : 0.8837209302325582
[3421, 2563], Coverage : 0.8837209302325582
[3421, 3262], Coverage : 0.9069767441860465
[3421, 3404], Coverage : 0.9069767441860465
[3421, 3408], Coverage : 0.9069767441860465
[3421, 3529], Coverage : 0.9069767441860465
[3421, 4002], Coverage : 0.9069767441860465
[3421, 4577], Coverage : 0.9069767441860465
[3421, 4949], Coverage : 0.9069767441860465
[3421, 5800], Coverage : 0.8837209302325582
[3421, 6088], Coverage : 0.8837209302325582
[3421, 6258], Coverage : 0.8837209302325582
[3421, 6688], Coverage : 0.9069767441860465
[3421, 7088], Coverage : 0.8837209302325582
[3421, 9544], Coverage : 0.9069767441860465
[3421, 492], Coverage : 0.8837209302325582
[3421, 493], Coverage : 0.8837209302325582
[3421, 2495], Coverage : 0.8837209302325582
[3421, 3713], Coverage : 0.8837209302325582
[3421, 5492], Coverage : 0.8837209302325582
[3421, 7648], Coverage : 0.8837209302325582
[3421, 491], Coverage : 0.8604651162790697
[3421, 1694], Coverage : 0.8604651162790697
[3421, 2486], Coverage : 0.8604651162790697
[3421, 3268], Coverage : 0.8604651162790697
[3421, 3393], Coverage : 0.8604651162790697
[3421, 3811], Coverage : 0.8604651162790697
[3421, 4977], Coverage : 0.8604651162790697
[3421, 7729], Coverage : 0.8604651162790697
[3421, 1191], Coverage : 0.8372093023255814
[3421, 1817], Coverage : 0.8372093023255814
[3421, 1818], Coverage : 0.8372093023255814
[3421, 3015], Coverage : 0.8372093023255814
[3421, 3442], Coverage : 0.8372093023255814
[3421, 3660], Coverage : 0.8604651162790697
[3421, 5914], Coverage : 0.8372093023255814
[3421, 6741], Coverage : 0.8372093023255814
[3421, 1639], Coverage : 0.8372093023255814
[3421, 3748], Coverage : 0.8372093023255814
[3679, 3263], Coverage : 0.9302325581395349
[3679, 494], Coverage : 0.9069767441860465
[3679, 7329], Coverage : 0.9069767441860465
[3679, 0], Coverage : 0.8837209302325582
[3679, 992], Coverage : 0.8837209302325582
[3679, 1733], Coverage : 0.8837209302325582
[3679, 2090], Coverage : 0.9069767441860465
[3679, 2466], Coverage : 0.8837209302325582
[3679, 2563], Coverage : 0.8837209302325582
[3679, 3262], Coverage : 0.9069767441860465
[3679, 3404], Coverage : 0.9069767441860465
[3679, 3408], Coverage : 0.9069767441860465
[3679, 3529], Coverage : 0.9069767441860465
[3679, 4002], Coverage : 0.9069767441860465
[3679, 4577], Coverage : 0.9069767441860465
[3679, 4949], Coverage : 0.9069767441860465
[3679, 5800], Coverage : 0.8837209302325582
[3679, 6088], Coverage : 0.8837209302325582
[3679, 6258], Coverage : 0.8837209302325582
[3679, 6688], Coverage : 0.9069767441860465
[3679, 7088], Coverage : 0.8837209302325582
[3679, 9544], Coverage : 0.9069767441860465
[3679, 492], Coverage : 0.8837209302325582
[3679, 493], Coverage : 0.8837209302325582
[3679, 2495], Coverage : 0.8837209302325582
[3679, 3713], Coverage : 0.8837209302325582
[3679, 5492], Coverage : 0.8837209302325582
[3679, 7648], Coverage : 0.8837209302325582
[3679, 491], Coverage : 0.8604651162790697
[3679, 1694], Coverage : 0.8604651162790697
[3679, 2486], Coverage : 0.8604651162790697
[3679, 3268], Coverage : 0.8604651162790697
[3679, 3393], Coverage : 0.8604651162790697
[3679, 3811], Coverage : 0.8604651162790697
[3679, 4977], Coverage : 0.8604651162790697
[3679, 7729], Coverage : 0.8604651162790697
[3679, 1191], Coverage : 0.8372093023255814
[3679, 1817], Coverage : 0.8372093023255814
[3679, 1818], Coverage : 0.8372093023255814
[3679, 3015], Coverage : 0.8372093023255814
[3679, 3442], Coverage : 0.8372093023255814
[3679, 3660], Coverage : 0.8604651162790697
[3679, 5914], Coverage : 0.8372093023255814
[3679, 6741], Coverage : 0.8372093023255814
[3679, 1639], Coverage : 0.8372093023255814
[3679, 3748], Coverage : 0.8372093023255814
[4856, 2090], Coverage : 0.8837209302325582
[4856, 3262], Coverage : 0.8837209302325582
[4856, 3404], Coverage : 0.8837209302325582
[4856, 3408], Coverage : 0.8837209302325582
[4856, 3529], Coverage : 0.8837209302325582
[4856, 4002], Coverage : 0.8837209302325582
[4856, 4577], Coverage : 0.8837209302325582
[4856, 4949], Coverage : 0.8837209302325582
[4856, 6688], Coverage : 0.8837209302325582
[4856, 9544], Coverage : 0.8837209302325582
[4856, 1191], Coverage : 0.8372093023255814
[4856, 3442], Coverage : 0.8372093023255814
[4856, 3660], Coverage : 0.8604651162790697
[4856, 1639], Coverage : 0.8372093023255814
[4856, 3748], Coverage : 0.8372093023255814
[5118, 3263], Coverage : 0.9302325581395349
[5118, 494], Coverage : 0.9069767441860465
[5118, 7329], Coverage : 0.9069767441860465
[5118, 0], Coverage : 0.8837209302325582
[5118, 992], Coverage : 0.8837209302325582
[5118, 1733], Coverage : 0.8837209302325582
[5118, 2090], Coverage : 0.9069767441860465
[5118, 2466], Coverage : 0.8837209302325582
[5118, 2563], Coverage : 0.8837209302325582
[5118, 3262], Coverage : 0.9069767441860465
[5118, 3404], Coverage : 0.9069767441860465
[5118, 3408], Coverage : 0.9069767441860465
[5118, 3529], Coverage : 0.9069767441860465
[5118, 4002], Coverage : 0.9069767441860465
[5118, 4577], Coverage : 0.9069767441860465
[5118, 4949], Coverage : 0.9069767441860465
[5118, 5800], Coverage : 0.8837209302325582
[5118, 6088], Coverage : 0.8837209302325582
[5118, 6258], Coverage : 0.8837209302325582
[5118, 6688], Coverage : 0.9069767441860465
[5118, 7088], Coverage : 0.8837209302325582
[5118, 9544], Coverage : 0.9069767441860465
[5118, 492], Coverage : 0.8837209302325582
[5118, 493], Coverage : 0.8837209302325582
[5118, 2495], Coverage : 0.8837209302325582
[5118, 3713], Coverage : 0.8837209302325582
[5118, 5492], Coverage : 0.8837209302325582
[5118, 7648], Coverage : 0.8837209302325582
[5118, 491], Coverage : 0.8604651162790697
[5118, 1694], Coverage : 0.8604651162790697
[5118, 2486], Coverage : 0.8604651162790697
[5118, 3268], Coverage : 0.8604651162790697
[5118, 3393], Coverage : 0.8604651162790697
[5118, 3811], Coverage : 0.8604651162790697
[5118, 4977], Coverage : 0.8604651162790697
[5118, 7729], Coverage : 0.8604651162790697
[5118, 1191], Coverage : 0.8372093023255814
[5118, 1817], Coverage : 0.8372093023255814
[5118, 1818], Coverage : 0.8372093023255814
[5118, 3015], Coverage : 0.8372093023255814
[5118, 3442], Coverage : 0.8372093023255814
[5118, 3660], Coverage : 0.8604651162790697
[5118, 5914], Coverage : 0.8372093023255814
[5118, 6741], Coverage : 0.8372093023255814
[5118, 1639], Coverage : 0.8372093023255814
[5118, 3748], Coverage : 0.8372093023255814
[5119, 3263], Coverage : 0.9302325581395349
[5119, 494], Coverage : 0.9069767441860465
[5119, 7329], Coverage : 0.9069767441860465
[5119, 0], Coverage : 0.8837209302325582
[5119, 992], Coverage : 0.8837209302325582
[5119, 1733], Coverage : 0.8837209302325582
[5119, 2090], Coverage : 0.9069767441860465
[5119, 2466], Coverage : 0.8837209302325582
[5119, 2563], Coverage : 0.8837209302325582
[5119, 3262], Coverage : 0.9069767441860465
[5119, 3404], Coverage : 0.9069767441860465
[5119, 3408], Coverage : 0.9069767441860465
[5119, 3529], Coverage : 0.9069767441860465
[5119, 4002], Coverage : 0.9069767441860465
[5119, 4577], Coverage : 0.9069767441860465
[5119, 4949], Coverage : 0.9069767441860465
[5119, 5800], Coverage : 0.8837209302325582
[5119, 6088], Coverage : 0.8837209302325582
[5119, 6258], Coverage : 0.8837209302325582
[5119, 6688], Coverage : 0.9069767441860465
[5119, 7088], Coverage : 0.8837209302325582
[5119, 9544], Coverage : 0.9069767441860465
[5119, 492], Coverage : 0.8837209302325582
[5119, 493], Coverage : 0.8837209302325582
[5119, 2495], Coverage : 0.8837209302325582
[5119, 3713], Coverage : 0.8837209302325582
[5119, 5492], Coverage : 0.8837209302325582
[5119, 7648], Coverage : 0.8837209302325582
[5119, 491], Coverage : 0.8604651162790697
[5119, 1694], Coverage : 0.8604651162790697
[5119, 2486], Coverage : 0.8604651162790697
[5119, 3268], Coverage : 0.8604651162790697
[5119, 3393], Coverage : 0.8604651162790697
[5119, 3811], Coverage : 0.8604651162790697
[5119, 4977], Coverage : 0.8604651162790697
[5119, 7729], Coverage : 0.8604651162790697
[5119, 1191], Coverage : 0.8372093023255814
[5119, 1817], Coverage : 0.8372093023255814
[5119, 1818], Coverage : 0.8372093023255814
[5119, 3015], Coverage : 0.8372093023255814
[5119, 3442], Coverage : 0.8372093023255814
[5119, 3660], Coverage : 0.8604651162790697
[5119, 5914], Coverage : 0.8372093023255814
[5119, 6741], Coverage : 0.8372093023255814
[5119, 1639], Coverage : 0.8372093023255814
[5119, 3748], Coverage : 0.8372093023255814
[5331, 3263], Coverage : 0.9302325581395349
[5331, 494], Coverage : 0.9069767441860465
[5331, 7329], Coverage : 0.9069767441860465
[5331, 0], Coverage : 0.8837209302325582
[5331, 992], Coverage : 0.8837209302325582
[5331, 1733], Coverage : 0.8837209302325582
[5331, 2090], Coverage : 0.9069767441860465
[5331, 2466], Coverage : 0.8837209302325582
[5331, 2563], Coverage : 0.8837209302325582
[5331, 3262], Coverage : 0.9069767441860465
[5331, 3404], Coverage : 0.9069767441860465
[5331, 3408], Coverage : 0.9069767441860465
[5331, 3529], Coverage : 0.9069767441860465
[5331, 4002], Coverage : 0.9069767441860465
[5331, 4577], Coverage : 0.9069767441860465
[5331, 4949], Coverage : 0.9069767441860465
[5331, 5800], Coverage : 0.8837209302325582
[5331, 6088], Coverage : 0.8837209302325582
[5331, 6258], Coverage : 0.8837209302325582
[5331, 6688], Coverage : 0.9069767441860465
[5331, 7088], Coverage : 0.8837209302325582
[5331, 9544], Coverage : 0.9069767441860465
[5331, 492], Coverage : 0.8837209302325582
[5331, 493], Coverage : 0.8837209302325582
[5331, 2495], Coverage : 0.8837209302325582
[5331, 3713], Coverage : 0.8837209302325582
[5331, 5492], Coverage : 0.8837209302325582
[5331, 7648], Coverage : 0.8837209302325582
[5331, 491], Coverage : 0.8604651162790697
[5331, 1694], Coverage : 0.8604651162790697
[5331, 2486], Coverage : 0.8604651162790697
[5331, 3268], Coverage : 0.8604651162790697
[5331, 3393], Coverage : 0.8604651162790697
[5331, 3811], Coverage : 0.8604651162790697
[5331, 4977], Coverage : 0.8604651162790697
[5331, 7729], Coverage : 0.8604651162790697
[5331, 1191], Coverage : 0.8372093023255814
[5331, 1817], Coverage : 0.8372093023255814
[5331, 1818], Coverage : 0.8372093023255814
[5331, 3015], Coverage : 0.8372093023255814
[5331, 3442], Coverage : 0.8372093023255814
[5331, 3660], Coverage : 0.8604651162790697
[5331, 5914], Coverage : 0.8372093023255814
[5331, 6741], Coverage : 0.8372093023255814
[5331, 1639], Coverage : 0.8372093023255814
[5331, 3748], Coverage : 0.8372093023255814
[5332, 3263], Coverage : 0.9302325581395349
[5332, 494], Coverage : 0.9069767441860465
[5332, 7329], Coverage : 0.9069767441860465
[5332, 0], Coverage : 0.8837209302325582
[5332, 992], Coverage : 0.8837209302325582
[5332, 1733], Coverage : 0.8837209302325582
[5332, 2090], Coverage : 0.9069767441860465
[5332, 2466], Coverage : 0.8837209302325582
[5332, 2563], Coverage : 0.8837209302325582
[5332, 3262], Coverage : 0.9069767441860465
[5332, 3404], Coverage : 0.9069767441860465
[5332, 3408], Coverage : 0.9069767441860465
[5332, 3529], Coverage : 0.9069767441860465
[5332, 4002], Coverage : 0.9069767441860465
[5332, 4577], Coverage : 0.9069767441860465
[5332, 4949], Coverage : 0.9069767441860465
[5332, 5800], Coverage : 0.8837209302325582
[5332, 6088], Coverage : 0.8837209302325582
[5332, 6258], Coverage : 0.8837209302325582
[5332, 6688], Coverage : 0.9069767441860465
[5332, 7088], Coverage : 0.8837209302325582
[5332, 9544], Coverage : 0.9069767441860465
[5332, 492], Coverage : 0.8837209302325582
[5332, 493], Coverage : 0.8837209302325582
[5332, 2495], Coverage : 0.8837209302325582
[5332, 3713], Coverage : 0.8837209302325582
[5332, 5492], Coverage : 0.8837209302325582
[5332, 7648], Coverage : 0.8837209302325582
[5332, 491], Coverage : 0.8604651162790697
[5332, 1694], Coverage : 0.8604651162790697
[5332, 2486], Coverage : 0.8604651162790697
[5332, 3268], Coverage : 0.8604651162790697
[5332, 3393], Coverage : 0.8604651162790697
[5332, 3811], Coverage : 0.8604651162790697
[5332, 4977], Coverage : 0.8604651162790697
[5332, 7729], Coverage : 0.8604651162790697
[5332, 1191], Coverage : 0.8372093023255814
[5332, 1817], Coverage : 0.8372093023255814
[5332, 1818], Coverage : 0.8372093023255814
[5332, 3015], Coverage : 0.8372093023255814
[5332, 3442], Coverage : 0.8372093023255814
[5332, 3660], Coverage : 0.8604651162790697
[5332, 5914], Coverage : 0.8372093023255814
[5332, 6741], Coverage : 0.8372093023255814
[5332, 1639], Coverage : 0.8372093023255814
[5332, 3748], Coverage : 0.8372093023255814
[5383, 3263], Coverage : 0.9302325581395349
[5383, 494], Coverage : 0.9069767441860465
[5383, 7329], Coverage : 0.9069767441860465
[5383, 0], Coverage : 0.8837209302325582
[5383, 992], Coverage : 0.8837209302325582
[5383, 1733], Coverage : 0.8837209302325582
[5383, 2090], Coverage : 0.9069767441860465
[5383, 2466], Coverage : 0.8837209302325582
[5383, 2563], Coverage : 0.8837209302325582
[5383, 3262], Coverage : 0.9069767441860465
[5383, 3404], Coverage : 0.9069767441860465
[5383, 3408], Coverage : 0.9069767441860465
[5383, 3529], Coverage : 0.9069767441860465
[5383, 4002], Coverage : 0.9069767441860465
[5383, 4577], Coverage : 0.9069767441860465
[5383, 4949], Coverage : 0.9069767441860465
[5383, 5800], Coverage : 0.8837209302325582
[5383, 6088], Coverage : 0.8837209302325582
[5383, 6258], Coverage : 0.8837209302325582
[5383, 6688], Coverage : 0.9069767441860465
[5383, 7088], Coverage : 0.8837209302325582
[5383, 9544], Coverage : 0.9069767441860465
[5383, 492], Coverage : 0.8837209302325582
[5383, 493], Coverage : 0.8837209302325582
[5383, 2495], Coverage : 0.8837209302325582
[5383, 3713], Coverage : 0.8837209302325582
[5383, 5492], Coverage : 0.8837209302325582
[5383, 7648], Coverage : 0.8837209302325582
[5383, 491], Coverage : 0.8604651162790697
[5383, 1694], Coverage : 0.8604651162790697
[5383, 2486], Coverage : 0.8604651162790697
[5383, 3268], Coverage : 0.8604651162790697
[5383, 3393], Coverage : 0.8604651162790697
[5383, 3811], Coverage : 0.8604651162790697
[5383, 4977], Coverage : 0.8604651162790697
[5383, 7729], Coverage : 0.8604651162790697
[5383, 1191], Coverage : 0.8372093023255814
[5383, 1817], Coverage : 0.8372093023255814
[5383, 1818], Coverage : 0.8372093023255814
[5383, 3015], Coverage : 0.8372093023255814
[5383, 3442], Coverage : 0.8372093023255814
[5383, 3660], Coverage : 0.8604651162790697
[5383, 5914], Coverage : 0.8372093023255814
[5383, 6741], Coverage : 0.8372093023255814
[5383, 1639], Coverage : 0.8372093023255814
[5383, 3748], Coverage : 0.8372093023255814
[5544, 3263], Coverage : 0.9302325581395349
[5544, 494], Coverage : 0.9069767441860465
[5544, 7329], Coverage : 0.9069767441860465
[5544, 0], Coverage : 0.8837209302325582
[5544, 992], Coverage : 0.8837209302325582
[5544, 1733], Coverage : 0.8837209302325582
[5544, 2090], Coverage : 0.9069767441860465
[5544, 2466], Coverage : 0.8837209302325582
[5544, 2563], Coverage : 0.8837209302325582
[5544, 3262], Coverage : 0.9069767441860465
[5544, 3404], Coverage : 0.9069767441860465
[5544, 3408], Coverage : 0.9069767441860465
[5544, 3529], Coverage : 0.9069767441860465
[5544, 4002], Coverage : 0.9069767441860465
[5544, 4577], Coverage : 0.9069767441860465
[5544, 4949], Coverage : 0.9069767441860465
[5544, 5800], Coverage : 0.8837209302325582
[5544, 6088], Coverage : 0.8837209302325582
[5544, 6258], Coverage : 0.8837209302325582
[5544, 6688], Coverage : 0.9069767441860465
[5544, 7088], Coverage : 0.8837209302325582
[5544, 9544], Coverage : 0.9069767441860465
[5544, 492], Coverage : 0.8837209302325582
[5544, 493], Coverage : 0.8837209302325582
[5544, 2495], Coverage : 0.8837209302325582
[5544, 3713], Coverage : 0.8837209302325582
[5544, 5492], Coverage : 0.8837209302325582
[5544, 7648], Coverage : 0.8837209302325582
[5544, 491], Coverage : 0.8604651162790697
[5544, 1694], Coverage : 0.8604651162790697
[5544, 2486], Coverage : 0.8604651162790697
[5544, 3268], Coverage : 0.8604651162790697
[5544, 3393], Coverage : 0.8604651162790697
[5544, 3811], Coverage : 0.8604651162790697
[5544, 4977], Coverage : 0.8604651162790697
[5544, 7729], Coverage : 0.8604651162790697
[5544, 1191], Coverage : 0.8372093023255814
[5544, 1817], Coverage : 0.8372093023255814
[5544, 1818], Coverage : 0.8372093023255814
[5544, 3015], Coverage : 0.8372093023255814
[5544, 3442], Coverage : 0.8372093023255814
[5544, 3660], Coverage : 0.8604651162790697
[5544, 5914], Coverage : 0.8372093023255814
[5544, 6741], Coverage : 0.8372093023255814
[5544, 1639], Coverage : 0.8372093023255814
